City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
331,Sept-Iles,CA,50.2001,-66.3821,26.6,79,75,8.05,broken clouds
332,Tucumcari,US,35.1717,-103.725,25.95,76,6,1.77,clear sky
333,Asasa,ET,7.1,39.2,55.31,64,2,6.22,clear sky
334,Itarema,BR,-2.9248,-39.9167,79.14,75,73,13.56,broken clouds
335,Luderitz,NA,-26.6481,15.1594,60.06,87,8,6.38,clear sky
336,Gazanjyk,TM,39.2446,55.5154,51.1,54,34,3.87,scattered clouds
337,Lata,PT,40.1629,-8.3327,61.81,94,100,8.59,overcast clouds
338,Sakai,JP,34.5833,135.4667,67.17,52,20,11.5,few clouds
339,Bilma,NE,18.6853,12.9164,61.97,31,13,10.0,few clouds
340,Bandarbeyla,SO,9.4942,50.8122,79.34,69,18,15.05,few clouds
341,Omsukchan,RU,62.5333,155.8,-9.42,85,78,5.77,broken clouds
342,Roebourne,AU,-20.7833,117.1333,85.12,39,34,14.18,scattered clouds
343,Fare,PF,-16.7,-151.0167,79.48,74,98,3.87,overcast clouds
344,Kismayo,SO,-0.3582,42.5454,81.25,74,85,6.62,overcast clouds
345,Oxelosund,SE,58.6706,17.1015,43.18,93,75,6.91,broken clouds
346,Yakeshi,CN,49.2833,120.7333,23.32,71,62,11.88,broken clouds
347,Saint-Pierre,RE,-21.3393,55.4781,76.91,53,0,23.02,clear sky
348,Tilichiki,RU,60.4667,166.1,31.15,96,100,25.52,snow
349,Muhos,FI,64.808,25.9931,31.78,90,95,6.04,overcast clouds
350,Nynashamn,SE,58.9034,17.9479,41.16,90,26,12.66,scattered clouds
351,Marzuq,YE,14.4,46.4667,69.39,34,0,3.13,clear sky
352,Rio Gallegos,AR,-51.6226,-69.2181,50.38,59,20,19.3,few clouds
353,Chambar,PK,25.2931,68.812,77.94,39,0,12.91,clear sky
354,Mao,ES,39.8885,4.2658,68.56,77,75,12.66,broken clouds
355,Nioro,GM,13.35,-15.75,74.01,58,100,5.91,overcast clouds
356,Walvis Bay,NA,-22.9575,14.5053,60.1,88,2,1.14,clear sky
357,Haines Junction,CA,60.7522,-137.5108,33.75,93,100,0.0,overcast clouds
358,Talnakh,RU,69.4865,88.3972,-22.83,91,21,4.54,few clouds
359,Seka,TH,17.9285,103.9552,88.45,52,56,0.58,broken clouds
360,Qaqortoq,GL,60.7167,-46.0333,29.59,88,100,7.94,overcast clouds
361,Antofagasta,CL,-23.65,-70.4,61.88,80,19,4.5,few clouds
362,Wanaka,NZ,-44.7,169.15,65.1,59,100,6.93,overcast clouds
363,Yatou,CN,37.15,122.3833,56.95,39,0,11.68,clear sky
364,San Buenaventura,MX,27.0833,-101.5333,63.48,36,2,13.29,clear sky
365,San Carlos,VE,9.6612,-68.5827,72.5,95,74,3.6,broken clouds
366,Kupang,ID,-10.1667,123.5833,84.78,84,75,8.05,thunderstorm
367,Orzu,TJ,37.5593,68.8184,50.4,45,21,1.77,few clouds
368,Kitimat,CA,54.0524,-128.6534,33.91,28,94,3.67,overcast clouds
369,Pirovskoye,RU,57.6267,92.2658,35.64,97,100,11.23,light rain
370,Sillod,IN,20.3,75.65,77.4,39,0,2.13,clear sky
371,Svetlogorsk,BY,52.6333,29.7333,33.58,93,98,6.58,overcast clouds
372,Port Hedland,AU,-20.3167,118.5667,82.45,51,100,16.11,overcast clouds
373,Porto Nacional,BR,-10.7081,-48.4172,77.0,94,100,1.79,overcast clouds
374,Gobabis,NA,-22.45,18.9667,71.73,26,12,6.71,few clouds
375,Aanekoski,FI,62.6946,25.818,33.87,100,100,11.18,overcast clouds
376,Pasni,PK,25.2631,63.471,80.26,45,0,1.45,clear sky
377,Kenai,US,60.5544,-151.2583,32.14,90,64,4.05,broken clouds
378,Beloha,MG,-25.1667,45.05,82.02,59,64,5.3,broken clouds
379,Brae,GB,60.3964,-1.353,51.4,86,100,29.08,overcast clouds
380,Inhambane,MZ,-23.865,35.3833,73.38,78,40,5.01,scattered clouds
381,Da Nang,VN,16.0678,108.2208,84.18,79,20,8.05,few clouds
382,Port Hawkesbury,CA,45.6169,-61.3485,38.8,84,75,20.71,broken clouds
383,Souillac,MU,-20.5167,57.5167,75.58,50,20,8.05,few clouds
384,Talaya,RU,61.3833,152.75,-20.09,100,60,0.98,broken clouds
385,Grantham,GB,52.9115,-0.6418,49.57,95,20,13.8,few clouds
386,Chestermere,CA,51.0334,-113.8187,22.6,86,20,3.44,few clouds
387,Galesong,ID,-5.3166,119.3661,86.02,70,95,7.87,overcast clouds
388,Berlevag,NO,70.8578,29.0864,39.2,81,75,23.02,light rain
389,Hereford,GB,52.0568,-2.7148,53.01,95,100,1.99,heavy intensity rain
390,Hambantota,LK,6.1241,81.1185,82.74,83,40,2.3,scattered clouds
391,Abu Samrah,SY,35.3029,37.1841,60.57,61,3,2.39,clear sky
392,Jales,BR,-20.2689,-50.5458,71.1,69,95,5.1,overcast clouds
393,Rovaniemi,FI,66.5,25.7167,26.01,100,100,6.91,overcast clouds
394,Kruisfontein,ZA,-34.0033,24.7314,74.37,40,91,6.35,overcast clouds
395,Tombouctou,ML,20.0,-3.0,75.31,17,100,8.08,overcast clouds
396,Severo-Kurilsk,RU,50.6789,156.125,35.44,81,96,34.61,light rain
397,Plettenberg Bay,ZA,-34.0527,23.3716,67.84,60,75,12.46,broken clouds
398,Samoded,RU,63.6083,40.5111,26.71,98,98,0.94,overcast clouds
399,Mackay,AU,-21.15,149.2,79.14,74,83,12.48,broken clouds
400,Port Lincoln,AU,-34.7333,135.8667,56.62,55,95,12.91,overcast clouds
401,Chernyshevskiy,RU,63.0128,112.4714,-15.23,94,11,0.87,few clouds
402,Acapulco,MX,16.8634,-99.8901,78.39,85,2,5.06,clear sky
403,Oksfjord,NO,70.2396,22.3479,41.18,92,99,8.41,overcast clouds
404,Ulladulla,AU,-35.35,150.4667,63.99,58,35,8.39,scattered clouds
405,Wagar,SD,16.1525,36.2032,77.72,59,0,7.05,clear sky
406,Manali,IN,13.1667,80.2667,84.29,68,94,13.42,overcast clouds
407,Baykit,RU,61.67,96.37,-2.18,92,100,5.3,overcast clouds
408,Boende,CD,-0.2167,20.8667,70.99,98,94,1.23,light rain
409,Bonfim,BR,3.0833,-59.95,79.93,71,57,7.31,broken clouds
410,Belyy Yar,RU,53.6039,91.3903,34.86,86,99,2.24,overcast clouds
411,Bayji,IQ,34.9311,43.487,64.17,35,6,1.32,clear sky
412,Kurumkan,RU,54.3,110.3,28.29,76,65,0.6,broken clouds
413,Flinders,AU,-34.5833,150.8552,73.18,69,47,1.99,scattered clouds
414,Taoudenni,ML,22.6783,-3.9836,73.56,16,91,8.97,overcast clouds
415,Vanavara,RU,60.34,102.2797,-1.44,79,82,8.46,broken clouds
416,Hamilton,US,39.1834,-84.5333,37.24,70,62,5.01,broken clouds
417,Adamovka,RU,51.5223,59.9396,24.57,90,100,14.58,light snow
418,Tshikapa,CD,-6.4167,20.8,69.75,96,100,1.16,overcast clouds
419,Khasan,RU,42.4308,130.6434,43.3,40,3,15.17,clear sky
420,Lossiemouth,GB,57.7214,-3.2834,53.46,81,100,17.27,overcast clouds
421,Saint Anthony,US,45.0205,-93.218,31.24,90,100,6.91,overcast clouds
422,Itaquyry,PY,-24.9333,-55.2167,57.63,76,0,1.39,clear sky
423,Nelson Bay,AU,-32.7167,152.15,73.09,64,80,5.99,light rain
424,Mastic Beach,US,40.7668,-72.8521,39.97,50,6,7.99,clear sky
425,Constitucion,CL,-35.3333,-72.4167,57.45,81,2,9.26,clear sky
426,Sola,VU,-13.8833,167.55,82.13,67,1,3.94,clear sky
427,Savannah Bight,HN,16.45,-85.85,82.83,74,44,13.35,scattered clouds
428,Ewa Beach,US,21.3156,-158.0072,77.99,69,75,10.0,broken clouds
429,Havre-Saint-Pierre,CA,50.2334,-63.5986,24.62,77,100,9.95,overcast clouds
430,Nome,US,64.5011,-165.4064,4.15,88,47,4.61,scattered clouds
431,Fareham,GB,50.8516,-1.1793,54.21,92,100,13.0,moderate rain
432,Orlik,RU,52.5178,99.825,24.75,66,91,1.7,overcast clouds
433,Soe,ID,-9.8607,124.284,84.49,52,27,7.72,scattered clouds
434,Lima,PE,-12.0432,-77.0282,62.85,77,100,12.66,overcast clouds
435,Norsup,VU,-16.0667,167.3833,83.46,68,17,2.08,few clouds
436,Artyom,AZ,40.4723,50.333,50.14,73,100,8.28,light rain
437,Kennett,US,36.2362,-90.0556,42.01,91,75,5.99,moderate rain
438,Sobolevo,RU,54.4299,31.8996,29.75,89,74,7.36,broken clouds
439,Revelstoke,CA,50.9832,-118.2023,26.08,96,21,1.79,few clouds
440,Nouadhibou,MR,20.931,-17.0347,70.66,62,0,8.55,clear sky
441,Batagay-Alyta,RU,67.8006,130.4114,-22.81,90,39,4.21,scattered clouds
442,Celina,US,40.5489,-84.5702,32.45,78,66,6.11,broken clouds
443,Dargaville,NZ,-35.9333,173.8833,62.28,96,97,6.8,overcast clouds
444,Marsaxlokk,MT,35.8419,14.5431,59.61,88,20,1.14,few clouds
445,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,91,51,4.23,broken clouds
446,Buritizeiro,BR,-17.3511,-44.9622,70.09,97,100,3.65,overcast clouds
447,Glendive,US,47.1053,-104.7125,22.62,93,100,6.91,mist
448,Ures,MX,29.4333,-110.4,63.12,43,97,2.71,overcast clouds
449,Manzanillo,CU,20.3433,-77.1167,73.71,90,0,7.67,clear sky
450,Galle,LK,6.0367,80.217,80.44,77,100,10.38,overcast clouds
451,Portland,US,45.5234,-122.6762,45.95,62,0,15.01,clear sky
452,Carballo,ES,43.213,-8.691,62.76,93,100,9.1,overcast clouds
453,Rocha,UY,-34.4833,-54.3333,63.66,66,100,15.14,moderate rain
454,Tournon-Sur-Rhone,FR,45.0667,4.8333,55.27,98,100,3.6,overcast clouds
455,Olinda,BR,-8.0089,-34.8553,76.93,82,11,7.0,light rain
456,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,72.57,93,99,4.03,overcast clouds
457,Ust-Omchug,RU,61.15,149.6333,-9.17,94,98,2.89,overcast clouds
458,Asau,RO,46.4333,26.4,40.28,77,28,3.56,scattered clouds
459,Velikodvorskiy,RU,55.25,40.6678,26.76,84,9,6.35,clear sky
460,Leningradskiy,RU,69.3833,178.4167,-9.47,96,70,4.99,broken clouds
461,Ust-Kut,RU,56.7938,105.7672,23.49,84,97,2.01,overcast clouds
462,Ampanihy,MG,-24.7,44.75,81.81,57,40,6.69,scattered clouds
463,Arroyo,ES,41.6096,-4.7969,53.15,86,75,11.5,broken clouds
464,Zabaykalsk,RU,49.6333,117.3167,28.15,65,30,12.95,scattered clouds
465,Riyadh,SA,24.6877,46.7219,68.14,29,0,11.97,clear sky
466,Maragogi,BR,-9.0122,-35.2225,75.36,88,3,7.94,clear sky
467,Quesnel,CA,52.9999,-122.5029,19.9,93,100,2.3,mist
468,Den Helder,NL,52.9599,4.7593,48.96,100,100,11.5,fog
469,Matagami,CA,49.7502,-77.6328,15.73,95,59,6.24,broken clouds
470,Ballina,AU,-28.8667,153.5667,84.24,62,1,11.92,light rain
471,Ngunguru,NZ,-35.6167,174.5,63.84,96,99,12.48,overcast clouds
472,Newcastleton,GB,55.1796,-2.8127,49.03,85,100,9.28,overcast clouds
473,Noumea,NC,-22.2763,166.4572,85.98,64,2,8.16,clear sky
474,Sidrolandia,BR,-20.9319,-54.9614,66.11,96,39,5.01,scattered clouds
475,Kortkeros,RU,61.8106,51.5806,12.2,88,99,6.17,overcast clouds
476,Lasa,IT,46.6166,10.7002,36.01,79,31,1.81,scattered clouds
477,Parva,RO,47.4,24.55,40.01,59,51,2.06,broken clouds
478,Burns Lake,CA,54.2331,-125.7533,23.65,99,98,1.79,overcast clouds
479,Santa Ines,BR,-3.6667,-45.38,73.81,97,58,4.18,broken clouds
480,Dolores,AR,-36.3132,-57.6792,55.63,65,1,13.33,clear sky
481,Two Hills,CA,53.7169,-111.7518,7.88,100,87,4.23,overcast clouds
482,Kibaya,TZ,-5.3,36.5667,65.66,69,42,4.41,scattered clouds
483,Shorapur,IN,16.5167,76.75,80.85,52,1,6.51,clear sky
484,Vysokogornyy,RU,50.1167,139.15,21.83,62,16,6.22,few clouds
485,Saint-Paul,RE,-21.0096,55.2707,78.89,66,27,4.72,scattered clouds
486,Pyapon,MM,16.2833,95.6833,84.79,64,96,6.82,overcast clouds
487,Sao Filipe,CV,14.8961,-24.4956,74.61,75,100,10.49,overcast clouds
488,Karpogory,RU,64.0019,44.4451,16.61,89,100,1.99,overcast clouds
489,Yenotayevka,RU,47.2456,47.0281,29.61,65,1,12.91,clear sky
490,Lahij,YE,13.1667,44.5833,73.44,69,0,5.44,clear sky
491,Eureka,US,40.8021,-124.1637,42.93,96,0,3.78,clear sky
492,Cumbum,IN,9.7333,77.3,80.26,70,88,4.54,overcast clouds
493,Stokmarknes,NO,68.5646,14.9108,37.36,86,8,9.22,clear sky
494,Along,IN,28.1667,94.7667,77.76,37,41,1.61,scattered clouds
495,Teacapan,MX,22.55,-105.75,69.55,81,60,5.01,broken clouds
496,Tual,ID,-5.6667,132.75,84.76,68,85,2.26,overcast clouds
497,Lokhvytsya,UA,50.3678,33.2602,32.13,81,76,5.19,broken clouds
498,Ratnagiri,IN,16.9833,73.3,86.25,51,32,4.52,scattered clouds
499,Santa Cruz,BO,-17.8,-63.1667,74.84,61,82,4.34,broken clouds
500,Uni,RU,57.7535,51.4923,17.49,84,100,14.41,overcast clouds
501,Meulaboh,ID,4.1363,96.1285,78.37,86,100,4.34,overcast clouds
502,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,70.0,81,0,3.11,clear sky
503,Karratha,AU,-20.7377,116.8463,84.6,40,41,13.67,scattered clouds
504,Pimenteiras,BR,-6.2453,-41.4192,78.15,62,56,2.59,broken clouds
505,The Valley,AI,18.217,-63.0578,80.82,77,52,20.69,broken clouds
506,Esfarayen,IR,37.0765,57.5101,47.95,53,4,2.08,clear sky
507,Khani,GE,41.9563,42.9566,38.77,84,98,1.34,overcast clouds
508,Dudinka,RU,69.4058,86.1778,-30.19,100,44,1.25,scattered clouds
509,Bela,IN,25.9333,81.9833,77.54,32,0,6.15,clear sky
510,Road Town,VG,18.4167,-64.6167,81.52,77,97,20.15,overcast clouds
511,Ancud,CL,-41.8697,-73.8203,54.45,96,100,14.47,light rain
512,Odda,NO,60.0691,6.5457,45.77,80,100,10.51,overcast clouds
513,Hobyo,SO,5.3505,48.5268,82.31,63,17,15.08,few clouds
514,Nanortalik,GL,60.1432,-45.2371,32.76,92,100,7.54,overcast clouds
515,San Policarpo,PH,12.1791,125.5072,82.15,85,100,10.47,moderate rain
516,Alekseyevka,RU,50.6309,38.6903,27.39,73,10,4.68,clear sky
517,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,72.43,56,86,2.73,overcast clouds
518,Metes,RO,46.1,23.4167,41.38,67,17,0.98,few clouds
519,Mahon,ES,39.8885,4.2658,68.56,77,75,12.66,broken clouds
520,Dunedin,NZ,-45.8742,170.5036,63.81,71,73,5.99,broken clouds
521,Nyurba,RU,63.2842,118.3319,-16.42,95,64,2.33,broken clouds
522,Mandalgovi,MN,45.7625,106.2708,36.32,26,2,11.63,clear sky
523,Taltal,CL,-25.4,-70.4833,60.6,83,33,4.59,scattered clouds
524,Lengshuitan,CN,26.4111,111.5956,64.4,55,82,3.96,broken clouds
525,Mathbaria,BD,22.2876,89.9593,79.29,58,1,6.91,clear sky
526,Shingu,JP,33.7333,135.9833,65.21,41,63,2.89,broken clouds
527,Akyab,MM,20.15,92.9,80.85,55,56,5.59,broken clouds
528,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,78,0,9.22,clear sky
529,Suhindol,BG,43.1917,25.1811,45.27,88,100,0.85,overcast clouds
530,Matamoros,MX,25.5333,-103.25,66.11,24,3,4.76,clear sky
531,Lazaro Cardenas,MX,17.9583,-102.2,76.03,86,100,4.41,overcast clouds
532,Damara,CF,4.9608,18.7035,70.52,75,7,2.08,clear sky
533,Auki,SB,-8.7676,160.7034,82.72,70,32,1.61,scattered clouds
534,Mercedes,AR,-34.6515,-59.4307,59.04,55,1,8.5,clear sky
535,Teya,RU,60.3778,92.6267,10.29,94,100,3.98,light snow
536,Avanigadda,IN,16.0215,80.9181,81.7,62,24,4.76,few clouds
537,Broken Hill,AU,-31.95,141.4333,64.49,32,71,14.36,broken clouds
538,Dodge City,US,37.7528,-100.0171,24.26,84,67,3.0,broken clouds
539,Leshukonskoye,RU,64.8989,45.7622,7.11,98,81,0.85,broken clouds
540,Namibe,AO,-15.1961,12.1522,64.74,79,100,4.36,overcast clouds
541,Bassar,TG,9.25,0.7833,68.79,34,28,3.74,scattered clouds
542,Taveta,KE,-3.3963,37.6736,72.16,75,97,1.48,overcast clouds
543,Trelew,AR,-43.249,-65.3051,65.98,44,18,11.12,few clouds
544,Payo,ID,-3.7508,103.6372,88.9,58,100,1.68,light rain
545,Katangli,RU,51.7102,143.2326,25.81,65,13,4.83,few clouds
546,Gorno-Altaysk,RU,51.9561,85.955,47.23,47,100,17.45,overcast clouds
547,Beringovskiy,RU,63.05,179.3167,32.59,84,83,15.75,broken clouds
548,Bronkhorstspruit,ZA,-25.8102,28.7425,60.44,75,34,8.72,scattered clouds
549,Nhulunbuy,AU,-12.2333,136.7667,92.01,55,75,12.66,broken clouds
550,Pemangkat,ID,1.1667,108.9667,83.35,70,98,4.12,overcast clouds
551,Kasongo,CD,-4.45,26.6667,68.04,98,100,2.13,light rain
552,Vanimo,PG,-2.6741,141.3028,75.76,95,100,1.68,light rain
553,Nipawin,CA,53.3668,-104.0009,-9.36,77,0,3.44,clear sky
554,Balkanabat,TM,39.5108,54.3671,53.01,49,71,2.82,broken clouds
555,Parrita,CR,9.5201,-84.3225,75.45,86,77,3.4,broken clouds
556,Oranjestad,AW,12.524,-70.027,80.91,90,40,13.8,scattered clouds
557,Zyryanovsk,KZ,49.7386,84.2719,36.19,72,100,2.57,overcast clouds
558,Jambi,ID,-1.6,103.6167,86.86,64,100,0.51,overcast clouds
559,Kabinda,CD,-6.1333,24.4833,66.79,95,85,2.42,overcast clouds
560,Changji,CN,44.0167,87.3167,34.59,86,16,2.24,mist
561,Akdepe,TM,42.0551,59.3788,42.49,60,6,16.96,clear sky
562,Kiruna,SE,67.8557,20.2251,9.52,92,15,4.61,few clouds
563,Umm Lajj,SA,25.0213,37.2685,78.66,55,0,3.62,clear sky
564,Cuamba,MZ,-14.8031,36.5372,77.68,62,93,2.77,overcast clouds
565,Sistranda,NO,63.7256,8.834,46.36,77,97,27.13,overcast clouds
566,Ashqelon,IL,31.6693,34.5715,66.09,66,63,8.16,broken clouds
567,Nuuk,GL,64.1835,-51.7216,25.41,93,100,3.44,overcast clouds
568,Yeniseysk,RU,58.4497,92.1703,31.03,99,100,6.06,snow
569,Masuguru,TZ,-11.3667,38.4167,79.65,62,25,3.06,scattered clouds
570,Mehamn,NO,71.0357,27.8492,39.15,81,75,20.71,broken clouds
571,Egvekinot,RU,66.3167,-179.1667,16.47,98,99,2.68,overcast clouds
572,Itaituba,BR,-4.2761,-55.9836,75.58,84,44,2.39,scattered clouds
573,Truth Or Consequences,US,33.1284,-107.2528,43.16,38,0,4.61,clear sky
574,Dali,CN,25.7,100.1833,65.48,29,1,5.46,clear sky
575,Yar-Sale,RU,66.8333,70.8333,-6.23,94,82,6.76,broken clouds
576,Manhattan,US,40.7834,-73.9662,40.66,61,21,10.0,few clouds
577,Mount Isa,AU,-20.7333,139.5,89.37,22,5,8.05,clear sky
578,Stephenville,US,32.2207,-98.2023,41.94,87,100,14.97,overcast clouds
579,Port Macquarie,AU,-31.4333,152.9167,75.88,62,54,6.82,broken clouds
580,Ostersund,SE,63.1792,14.6357,30.65,100,0,3.0,clear sky
581,Dongsheng,CN,39.8161,109.9776,40.46,25,0,9.44,clear sky
582,Augusto Correa,BR,-1.0217,-46.635,78.35,79,35,6.89,scattered clouds
583,Mookane,BW,-23.688,26.6595,65.68,68,0,15.28,clear sky
584,Tromso,NO,69.6496,18.957,34.38,93,75,3.44,broken clouds
585,Caico,BR,-6.4583,-37.0978,78.04,70,91,12.93,overcast clouds
586,Springfield,US,37.2153,-93.2982,33.44,92,100,3.44,light snow
587,Husavik,IS,66.0449,-17.3389,42.82,89,100,7.02,overcast clouds
588,Obo,CF,5.3998,26.4869,67.84,67,92,2.71,overcast clouds
589,Faya,SA,18.3851,42.4509,57.72,69,0,0.58,clear sky
590,Bata,GQ,1.8639,9.7658,77.63,85,95,1.5,overcast clouds
591,Puerto El Triunfo,SV,13.2833,-88.55,76.95,84,68,4.12,broken clouds
592,Grindavik,IS,63.8424,-22.4338,41.47,100,0,11.5,clear sky
593,Lensk,RU,60.7253,114.9278,-9.47,90,15,4.94,few clouds
594,Askino,RU,56.0901,56.5783,19.18,87,100,10.29,overcast clouds
595,Kholtoson,RU,50.2981,103.3097,32.45,54,53,3.58,broken clouds
596,Kushiro,JP,42.975,144.3747,44.35,68,91,8.52,overcast clouds
597,Ketchikan,US,55.3422,-131.6461,41.47,93,100,0.0,overcast clouds
598,North Bend,US,43.4065,-124.2243,46.85,90,0,4.61,clear sky
599,Turukhansk,RU,65.8167,87.9833,-8.09,80,58,10.47,broken clouds
600,Coquimbo,CL,-29.9533,-71.3436,62.91,71,43,1.88,scattered clouds
601,Erenhot,CN,43.6475,111.9767,37.02,36,10,12.77,clear sky
602,Waingapu,ID,-9.6567,120.2641,85.66,71,60,8.05,broken clouds
603,Kanniyakumari,IN,8.0833,77.5667,81.91,69,100,8.97,light rain
604,Bojnurd,IR,37.4747,57.329,46.63,59,4,0.83,clear sky
605,Makakilo City,US,21.3469,-158.0858,76.57,70,0,6.91,clear sky
606,Lashio,MM,22.9333,97.75,78.89,49,0,2.82,clear sky
607,Kamaishi,JP,39.2667,141.8833,55.29,48,13,5.23,few clouds
608,Taseyevo,RU,57.2169,94.8978,39.34,78,100,9.82,overcast clouds
609,Kungurtug,RU,50.5994,97.5228,28.6,55,17,1.16,few clouds
610,Samarai,PG,-10.6167,150.6667,84.74,73,100,12.24,overcast clouds
611,Toamasina,MG,-18.1667,49.3833,75.49,81,76,9.55,light rain
612,Marfino,RU,55.7028,37.3822,31.15,66,75,4.47,broken clouds
613,Daura,NG,11.5538,11.4085,66.34,26,78,8.75,broken clouds
614,Sakakah,SA,29.9697,40.2064,63.72,77,3,8.86,clear sky
615,Vagur,FO,61.4732,-6.8119,49.37,84,100,35.59,overcast clouds
616,Zhezkazgan,KZ,47.8043,67.7144,33.78,93,75,20.13,broken clouds
617,Hegang,CN,47.4,130.3667,32.29,42,48,4.97,scattered clouds
618,Vila,PT,42.0304,-8.1588,49.08,93,100,10.22,light rain
619,Eyemouth,GB,55.8713,-2.0901,48.81,94,74,18.01,broken clouds
620,Nalut,LY,30.3333,10.85,55.98,37,4,5.99,clear sky
621,Hualmay,PE,-11.0964,-77.6139,63.12,86,17,8.48,few clouds
622,Reforma,MX,18.1,-91.0167,72.79,82,3,7.4,clear sky
623,Dalvik,IS,65.9702,-18.5286,41.65,86,96,10.54,overcast clouds
624,Belaya Gora,RU,68.5333,146.4167,-29.65,100,34,1.25,scattered clouds
625,Asfi,MA,32.2994,-9.2372,67.86,55,100,4.88,overcast clouds
626,Rajur,IN,20.1167,78.9167,75.72,43,2,4.7,clear sky
627,Gerede,TR,40.8008,32.1969,35.91,60,49,4.05,scattered clouds
628,Matara,LK,5.9485,80.5353,82.51,69,100,5.99,overcast clouds
629,Ames,US,42.0347,-93.6199,34.05,92,100,5.75,light snow
630,Aripuana,BR,-9.1667,-60.6333,74.03,85,91,1.9,overcast clouds
631,Monroe,US,43.1501,-77.6831,36.19,73,100,5.75,overcast clouds
632,Jumla,NP,29.2747,82.1838,56.88,42,89,5.37,overcast clouds
633,Morehead,US,37.2711,-87.1764,40.98,77,99,2.44,overcast clouds
634,Impfondo,CG,1.6381,18.0667,70.14,96,99,0.69,overcast clouds
635,Jiazi,CN,22.8779,116.067,77.86,70,46,10.92,scattered clouds
636,Polyany,RU,54.7122,39.8231,26.82,83,29,6.2,scattered clouds
637,Rongcheng,CN,30.634,117.8517,63.63,53,39,3.8,scattered clouds
638,Menongue,AO,-14.6585,17.691,65.55,77,96,1.23,light rain
639,Mitsamiouli,KM,-11.3847,43.2844,79.56,75,7,7.25,clear sky
640,Tiznit,MA,29.5833,-9.5,65.86,25,1,6.2,clear sky
641,Abbeville,FR,50.1,1.8333,48.25,75,91,15.5,overcast clouds
642,Ambanja,MG,-13.6833,48.45,79.97,72,5,1.32,clear sky
643,Zilupe,LV,56.3862,28.1217,32.02,94,10,5.73,clear sky
644,Tateyama,JP,34.9833,139.8667,55.33,84,100,13.82,overcast clouds
645,Botwood,CA,49.1499,-55.3482,33.91,96,100,12.37,overcast clouds
646,Lamu,KE,-2.2717,40.902,80.82,81,100,5.08,overcast clouds
647,Morros,BR,-9.4467,-46.3003,73.45,80,62,2.1,broken clouds
648,Kyra,RU,49.5776,111.9753,34.29,38,79,5.21,broken clouds
649,Cibitoke,BI,-2.8833,29.25,63.46,91,97,1.83,overcast clouds
650,Surt,LY,31.2089,16.5887,65.1,57,0,6.24,clear sky
651,Naryan-Mar,RU,67.6713,53.087,2.17,98,66,3.33,broken clouds
652,Ayagoz,KZ,47.9714,80.4392,33.76,98,100,20.62,snow
653,Kushima,JP,31.4583,131.2333,66.74,49,94,9.75,overcast clouds
654,Avera,US,33.194,-82.5271,51.31,52,100,9.06,overcast clouds
655,Kalanchak,UA,46.2562,33.2907,35.4,84,33,6.76,scattered clouds
656,Tessalit,ML,20.1986,1.0114,71.22,19,100,7.36,overcast clouds
657,Coxim,BR,-18.5067,-54.76,72.93,83,100,0.63,overcast clouds
658,Neiafu,TO,-18.65,-173.9833,79.48,89,75,8.05,broken clouds
659,Baoshan,CN,46.5586,131.4244,31.93,42,36,5.97,scattered clouds
660,Tezu,IN,27.9167,96.1667,78.33,29,0,3.38,clear sky
661,Havelock,US,34.8791,-76.9013,52.93,88,0,9.22,clear sky
662,Kasiri,SL,8.9412,-13.1148,77.16,85,94,2.98,light rain
663,Adrar,MR,20.5022,-10.0711,72.79,27,66,10.49,broken clouds
664,Altea,ES,38.5989,-0.0514,68.79,60,75,7.67,broken clouds
